0.976470588,0.921568627,0.917647059
0.752941176,0.223529412,0.168627451
0.980392157,0.858823529,0.847058824
0.690196078,0.227450980,0.180392157
0.607843137,0.349019608,0.713725490
0.733333333,0.560784314,0.807843137
0.831372549,0.901960784,0.945098039
0.921568627,0.960784314,0.984313725
0.819607843,0.949019608,0.921568627
0.066666667,0.470588235,0.392156863
0.086274510,0.627450980,0.521568627
0.831372549,0.937254902,0.874509804
0.117647059,0.517647059,0.286274510
0.094117647,0.415686275,0.231372549
0.490196078,0.400000000,0.031372549
0.992156863,0.949019608,0.913725490
0.901960784,0.494117647,0.133333333
0.898039216,0.596078431,0.400000000
0.992156863,0.996078431,0.996078431
0.592156863,0.603921569,0.603921569
0.650980392,0.674509804,0.686274510
0.666666667,0.717647059,0.721568627
0.800000000,0.819607843,0.819607843
0.921568627,0.929411765,0.937254902
0.156862745,0.215686275,0.278431373
0.670588235,0.698039216,0.725490196
0.090196078,0.125490196,0.164705882
0.203921569,0.596078431,0.858823529
0.160784314,0.501960784,0.725490196
0.423529412,0.203921569,0.513725490
0.317647059,0.180392157,0.372549020
0.921568627,0.870588235,0.941176471
0.482352941,0.141176471,0.109803922
0.364705882,0.427450980,0.494117647
0.439215686,0.482352941,0.486274510
0.372549020,0.415686275,0.415686275
0.956862745,0.964705882,0.964705882
0.898039216,0.905882353,0.913725490
0.941176471,0.952941176,0.956862745
0.627450980,0.250980392,0.000000000
0.470588235,0.258823529,0.070588235
0.960784314,0.690196078,0.254901961
0.956862745,0.815686275,0.247058824
0.670588235,0.921568627,0.776470588
0.321568627,0.745098039,0.501960784
0.635294118,0.850980392,0.807843137
0.203921569,0.596078431,0.858823529
